Location,Latitude,Longitude,Timestamp,Datetime,Year,Month,Day,Hour,T2M,RH2M,WS10M,WS50M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,SZA
Karnali_Center,29.267,82.183,2025032522,2025-03-25 22:00:00,2025,3,25,22,4.58,72.53,1.87,2.07,31.13,0.0,90.0
Karnali_Center,29.267,82.183,2025032523,2025-03-25 23:00:00,2025,3,25,23,3.94,74.11,2.09,2.25,26.86,0.0,90.0
Karnali_Center,29.267,82.183,2025032600,2025-03-26 00:00:00,2025,3,26,0,3.57,73.08,2.21,2.33,4.35,0.0,90.0
Karnali_Center,29.267,82.183,2025032601,2025-03-26 01:00:00,2025,3,26,1,3.25,70.67,2.29,2.37,20.63,0.0,90.0
Karnali_Center,29.267,82.183,2025032602,2025-03-26 02:00:00,2025,3,26,2,2.99,67.54,2.36,2.42,31.35,0.0,90.0
Karnali_Center,29.267,82.183,2025032603,2025-03-26 03:00:00,2025,3,26,3,2.66,64.47,2.47,2.52,34.77,0.0,90.0
Karnali_Center,29.267,82.183,2025032604,2025-03-26 04:00:00,2025,3,26,4,2.38,61.19,2.55,2.59,33.52,0.0,90.0
Karnali_Center,29.267,82.183,2025032605,2025-03-26 05:00:00,2025,3,26,5,2.44,57.17,2.53,2.58,25.69,12.98,88.44
Karnali_Center,29.267,82.183,2025032606,2025-03-26 06:00:00,2025,3,26,6,6.29,54.66,2.31,2.38,12.99,201.2,77.13
Karnali_Center,29.267,82.183,2025032607,2025-03-26 07:00:00,2025,3,26,7,10.79,39.34,1.49,1.23,11.51,452.33,64.27
Karnali_Center,29.267,82.183,2025032608,2025-03-26 08:00:00,2025,3,26,8,14.22,32.41,0.97,0.73,3.12,701.0,51.88
Karnali_Center,29.267,82.183,2025032609,2025-03-26 09:00:00,2025,3,26,9,16.27,26.99,2.63,2.09,5.99,876.12,40.56
Karnali_Center,29.267,82.183,2025032610,2025-03-26 10:00:00,2025,3,26,10,17.65,24.95,3.86,3.14,12.1,995.58,31.61
Karnali_Center,29.267,82.183,2025032611,2025-03-26 11:00:00,2025,3,26,11,18.37,24.76,4.84,4.03,34.69,1018.72,27.51
Karnali_Center,29.267,82.183,2025032612,2025-03-26 12:00:00,2025,3,26,12,18.48,25.82,5.51,4.73,48.26,856.92,30.34
Karnali_Center,29.267,82.183,2025032613,2025-03-26 13:00:00,2025,3,26,13,18.06,27.66,5.71,4.99,63.66,847.7,38.59
Karnali_Center,29.267,82.183,2025032614,2025-03-26 14:00:00,2025,3,26,14,17.32,29.67,5.46,4.84,12.52,634.05,49.58
Karnali_Center,29.267,82.183,2025032615,2025-03-26 15:00:00,2025,3,26,15,16.14,31.98,4.87,4.38,15.96,420.8,61.81
Karnali_Center,29.267,82.183,2025032616,2025-03-26 16:00:00,2025,3,26,16,14.37,35.85,3.85,3.6,18.72,205.43,74.6
Karnali_Center,29.267,82.183,2025032617,2025-03-26 17:00:00,2025,3,26,17,10.49,53.18,2.01,2.57,21.64,22.95,86.95
Karnali_Center,29.267,82.183,2025032618,2025-03-26 18:00:00,2025,3,26,18,9.06,53.89,1.51,1.86,26.58,0.0,90.0
Karnali_Center,29.267,82.183,2025032619,2025-03-26 19:00:00,2025,3,26,19,8.45,54.34,1.23,1.56,17.06,0.0,90.0
Karnali_Center,29.267,82.183,2025032620,2025-03-26 20:00:00,2025,3,26,20,7.51,57.07,1.34,1.62,12.01,0.0,90.0
Karnali_Center,29.267,82.183,2025032621,2025-03-26 21:00:00,2025,3,26,21,6.55,59.65,1.6,1.79,10.98,0.0,90.0
Karnali_Center,29.267,82.183,2025032622,2025-03-26 22:00:00,2025,3,26,22,5.65,61.82,1.87,1.99,8.28,0.0,90.0
Karnali_Center,29.267,82.183,2025032623,2025-03-26 23:00:00,2025,3,26,23,4.8,63.29,2.11,2.21,5.86,0.0,90.0
Karnali_Center,29.267,82.183,2025032700,2025-03-27 00:00:00,2025,3,27,0,4.07,63.61,2.31,2.39,26.06,0.0,90.0
Karnali_Center,29.267,82.183,2025032701,2025-03-27 01:00:00,2025,3,27,1,3.48,62.74,2.45,2.52,2.59,0.0,90.0
Karnali_Center,29.267,82.183,2025032702,2025-03-27 02:00:00,2025,3,27,2,2.95,61.44,2.54,2.58,26.97,0.0,90.0
Karnali_Center,29.267,82.183,2025032703,2025-03-27 03:00:00,2025,3,27,3,2.46,59.65,2.62,2.62,38.51,0.0,90.0
Karnali_Center,29.267,82.183,2025032704,2025-03-27 04:00:00,2025,3,27,4,2.09,57.53,2.69,2.67,38.02,0.0,90.0
Karnali_Center,29.267,82.183,2025032705,2025-03-27 05:00:00,2025,3,27,5,2.05,55.61,2.73,2.72,30.13,16.0,88.32
Karnali_Center,29.267,82.183,2025032706,2025-03-27 06:00:00,2025,3,27,6,6.2,51.3,2.76,2.63,18.61,209.38,76.87
Karnali_Center,29.267,82.183,2025032707,2025-03-27 07:00:00,2025,3,27,7,10.79,34.03,2.51,2.01,17.69,458.45,64.0
Karnali_Center,29.267,82.183,2025032708,2025-03-27 08:00:00,2025,3,27,8,14.82,24.29,0.73,0.82,8.7,705.83,51.59
Karnali_Center,29.267,82.183,2025032709,2025-03-27 09:00:00,2025,3,27,9,17.1,20.64,1.35,1.14,7.66,883.88,40.23
Karnali_Center,29.267,82.183,2025032710,2025-03-27 10:00:00,2025,3,27,10,18.69,18.98,3.11,2.62,13.07,971.4,31.23
Karnali_Center,29.267,82.183,2025032711,2025-03-27 11:00:00,2025,3,27,11,19.58,18.6,4.52,3.9,27.74,974.7,27.12
Karnali_Center,29.267,82.183,2025032712,2025-03-27 12:00:00,2025,3,27,12,19.76,19.23,5.61,5.0,52.99,970.55,30.02
Karnali_Center,29.267,82.183,2025032713,2025-03-27 13:00:00,2025,3,27,13,19.3,20.9,6.19,5.64,58.83,842.85,38.35
Karnali_Center,29.267,82.183,2025032714,2025-03-27 14:00:00,2025,3,27,14,18.44,23.08,5.99,5.56,0.71,642.6,49.4
Karnali_Center,29.267,82.183,2025032715,2025-03-27 15:00:00,2025,3,27,15,17.15,25.85,5.23,4.94,1.53,422.73,61.66
Karnali_Center,29.267,82.183,2025032716,2025-03-27 16:00:00,2025,3,27,16,15.34,29.69,4.02,3.91,12.13,216.8,74.47
Karnali_Center,29.267,82.183,2025032717,2025-03-27 17:00:00,2025,3,27,17,11.67,47.86,2.07,2.81,16.33,27.48,86.86
Karnali_Center,29.267,82.183,2025032718,2025-03-27 18:00:00,2025,3,27,18,10.21,48.9,1.66,2.08,23.0,0.0,90.0
Karnali_Center,29.267,82.183,2025032719,2025-03-27 19:00:00,2025,3,27,19,9.66,48.08,1.38,1.7,46.87,0.0,90.0
Karnali_Center,29.267,82.183,2025032720,2025-03-27 20:00:00,2025,3,27,20,8.89,48.84,1.33,1.6,22.39,0.0,90.0
Karnali_Center,29.267,82.183,2025032721,2025-03-27 21:00:00,2025,3,27,21,8.15,50.07,1.34,1.56,13.57,0.0,90.0
Karnali_Center,29.267,82.183,2025032722,2025-03-27 22:00:00,2025,3,27,22,7.38,51.41,1.42,1.6,21.97,0.0,90.0
Karnali_Center,29.267,82.183,2025032723,2025-03-27 23:00:00,2025,3,27,23,6.76,52.57,1.48,1.62,60.1,0.0,90.0
Karnali_Center,29.267,82.183,2025032800,2025-03-28 00:00:00,2025,3,28,0,6.32,53.31,1.5,1.61,59.2,0.0,90.0
Karnali_Center,29.267,82.183,2025032801,2025-03-28 01:00:00,2025,3,28,1,6.0,53.74,1.48,1.58,25.46,0.0,90.0
Karnali_Center,29.267,82.183,2025032802,2025-03-28 02:00:00,2025,3,28,2,5.28,55.82,1.67,1.76,18.82,0.0,90.0
Karnali_Center,29.267,82.183,2025032803,2025-03-28 03:00:00,2025,3,28,3,4.68,57.26,1.82,1.91,34.95,0.0,90.0
Karnali_Center,29.267,82.183,2025032804,2025-03-28 04:00:00,2025,3,28,4,4.14,58.37,1.96,2.06,32.58,0.0,90.0
Karnali_Center,29.267,82.183,2025032805,2025-03-28 05:00:00,2025,3,28,5,3.8,58.95,2.07,2.16,26.3,16.83,88.18
Karnali_Center,29.267,82.183,2025032806,2025-03-28 06:00:00,2025,3,28,6,7.0,55.02,2.01,2.02,16.0,213.25,76.61
Karnali_Center,29.267,82.183,2025032807,2025-03-28 07:00:00,2025,3,28,7,11.14,34.07,1.22,0.9,14.61,466.9,63.73
Karnali_Center,29.267,82.183,2025032808,2025-03-28 08:00:00,2025,3,28,8,13.48,25.95,1.78,1.66,8.77,713.75,51.29
Karnali_Center,29.267,82.183,2025032809,2025-03-28 09:00:00,2025,3,28,9,15.37,21.71,3.31,3.01,14.93,874.38,39.9
Karnali_Center,29.267,82.183,2025032810,2025-03-28 10:00:00,2025,3,28,10,16.75,19.69,4.54,4.1,18.98,978.6,30.85
Karnali_Center,29.267,82.183,2025032811,2025-03-28 11:00:00,2025,3,28,11,17.57,18.97,5.6,5.13,34.82,1002.47,26.73
Karnali_Center,29.267,82.183,2025032812,2025-03-28 12:00:00,2025,3,28,12,17.82,19.12,6.26,5.84,57.51,939.47,29.7
Karnali_Center,29.267,82.183,2025032813,2025-03-28 13:00:00,2025,3,28,13,17.59,19.67,6.22,5.87,53.84,806.85,38.11
Karnali_Center,29.267,82.183,2025032814,2025-03-28 14:00:00,2025,3,28,14,16.89,20.43,5.58,5.3,0.2,690.78,49.22
Karnali_Center,29.267,82.183,2025032815,2025-03-28 15:00:00,2025,3,28,15,15.68,22.06,4.73,4.53,0.48,460.8,61.52
Karnali_Center,29.267,82.183,2025032816,2025-03-28 16:00:00,2025,3,28,16,13.9,25.1,3.71,3.66,2.78,231.32,74.34
Karnali_Center,29.267,82.183,2025032817,2025-03-28 17:00:00,2025,3,28,17,10.07,42.3,1.98,2.65,2.64,32.5,86.77
Karnali_Center,29.267,82.183,2025032818,2025-03-28 18:00:00,2025,3,28,18,8.86,41.05,1.48,1.84,19.28,0.0,90.0
Karnali_Center,29.267,82.183,2025032819,2025-03-28 19:00:00,2025,3,28,19,8.24,40.72,1.15,1.44,22.78,0.0,90.0
Karnali_Center,29.267,82.183,2025032820,2025-03-28 20:00:00,2025,3,28,20,7.47,41.82,1.21,1.48,22.05,0.0,90.0
Karnali_Center,29.267,82.183,2025032821,2025-03-28 21:00:00,2025,3,28,21,6.79,42.76,1.26,1.5,24.03,0.0,90.0
Karnali_Center,29.267,82.183,2025032822,2025-03-28 22:00:00,2025,3,28,22,6.12,43.92,1.27,1.48,24.06,0.0,90.0
Karnali_Center,29.267,82.183,2025032823,2025-03-28 23:00:00,2025,3,28,23,5.48,45.14,1.27,1.45,26.13,0.0,90.0
Karnali_Center,29.267,82.183,2025032900,2025-03-29 00:00:00,2025,3,29,0,4.96,45.86,1.32,1.47,24.52,0.0,90.0
Karnali_Center,29.267,82.183,2025032901,2025-03-29 01:00:00,2025,3,29,1,4.58,45.98,1.45,1.57,4.36,0.0,90.0
Karnali_Center,29.267,82.183,2025032902,2025-03-29 02:00:00,2025,3,29,2,3.73,47.79,1.77,1.88,30.19,0.0,90.0
Karnali_Center,29.267,82.183,2025032903,2025-03-29 03:00:00,2025,3,29,3,2.8,49.64,2.08,2.18,29.13,0.0,90.0
Karnali_Center,29.267,82.183,2025032904,2025-03-29 04:00:00,2025,3,29,4,2.08,50.32,2.3,2.38,29.8,0.0,90.0
Karnali_Center,29.267,82.183,2025032905,2025-03-29 05:00:00,2025,3,29,5,1.75,49.9,2.44,2.51,24.58,20.88,88.04
Karnali_Center,29.267,82.183,2025032906,2025-03-29 06:00:00,2025,3,29,6,5.58,46.73,2.46,2.54,13.93,231.27,76.35
Karnali_Center,29.267,82.183,2025032907,2025-03-29 07:00:00,2025,3,29,7,10.7,23.16,2.18,1.86,16.07,481.25,63.46
Karnali_Center,29.267,82.183,2025032908,2025-03-29 08:00:00,2025,3,29,8,13.74,14.34,0.68,0.46,12.0,724.75,51.0
Karnali_Center,29.267,82.183,2025032909,2025-03-29 09:00:00,2025,3,29,9,15.89,11.98,2.1,1.71,10.7,896.75,39.57
Karnali_Center,29.267,82.183,2025032910,2025-03-29 10:00:00,2025,3,29,10,17.37,11.31,3.66,3.09,18.71,957.45,30.48
Karnali_Center,29.267,82.183,2025032911,2025-03-29 11:00:00,2025,3,29,11,18.15,11.37,4.56,3.91,31.3,1024.0,26.35
Karnali_Center,29.267,82.183,2025032912,2025-03-29 12:00:00,2025,3,29,12,18.4,11.84,5.06,4.4,56.33,965.1,29.38
Karnali_Center,29.267,82.183,2025032913,2025-03-29 13:00:00,2025,3,29,13,18.17,12.39,5.32,4.72,48.01,806.1,37.88
Karnali_Center,29.267,82.183,2025032914,2025-03-29 14:00:00,2025,3,29,14,17.29,13.27,5.24,4.72,0.94,698.62,49.04
Karnali_Center,29.267,82.183,2025032915,2025-03-29 15:00:00,2025,3,29,15,15.79,14.79,4.61,4.21,46.94,466.98,61.38
Karnali_Center,29.267,82.183,2025032916,2025-03-29 16:00:00,2025,3,29,16,13.7,17.3,3.39,3.26,47.11,248.48,74.21
Karnali_Center,29.267,82.183,2025032917,2025-03-29 17:00:00,2025,3,29,17,10.03,34.78,1.69,2.2,56.27,30.83,86.68
Karnali_Center,29.267,82.183,2025032918,2025-03-29 18:00:00,2025,3,29,18,8.77,32.59,1.09,1.35,60.3,0.0,90.0
Karnali_Center,29.267,82.183,2025032919,2025-03-29 19:00:00,2025,3,29,19,7.95,33.83,1.23,1.45,22.68,0.0,90.0
Karnali_Center,29.267,82.183,2025032920,2025-03-29 20:00:00,2025,3,29,20,6.73,38.55,1.8,2.03,24.41,0.0,90.0
Karnali_Center,29.267,82.183,2025032921,2025-03-29 21:00:00,2025,3,29,21,5.81,40.82,2.13,2.37,37.89,0.0,90.0
Karnali_Center,29.267,82.183,2025032922,2025-03-29 22:00:00,2025,3,29,22,5.36,40.95,2.21,2.44,48.37,0.0,90.0
Karnali_Center,29.267,82.183,2025032923,2025-03-29 23:00:00,2025,3,29,23,5.2,39.45,2.16,2.37,65.7,0.0,90.0
Karnali_Center,29.267,82.183,2025033000,2025-03-30 00:00:00,2025,3,30,0,5.03,38.98,2.19,2.41,25.07,0.0,90.0
Karnali_Center,29.267,82.183,2025033001,2025-03-30 01:00:00,2025,3,30,1,4.99,38.41,2.17,2.41,63.15,0.0,90.0
Karnali_Center,29.267,82.183,2025033002,2025-03-30 02:00:00,2025,3,30,2,4.93,35.9,2.09,2.32,77.52,0.0,90.0
Karnali_Center,29.267,82.183,2025033003,2025-03-30 03:00:00,2025,3,30,3,4.69,34.88,2.13,2.34,86.77,0.0,90.0
Karnali_Center,29.267,82.183,2025033004,2025-03-30 04:00:00,2025,3,30,4,4.43,34.16,2.17,2.34,88.59,0.0,90.0
Karnali_Center,29.267,82.183,2025033005,2025-03-30 05:00:00,2025,3,30,5,4.13,33.35,2.22,2.38,81.45,16.48,87.9
Karnali_Center,29.267,82.183,2025033006,2025-03-30 06:00:00,2025,3,30,6,7.41,38.01,2.0,2.23,71.97,192.48,76.1
Karnali_Center,29.267,82.183,2025033007,2025-03-30 07:00:00,2025,3,30,7,11.87,18.31,1.18,1.05,68.12,396.67,63.19
Karnali_Center,29.267,82.183,2025033008,2025-03-30 08:00:00,2025,3,30,8,14.59,13.6,2.54,2.42,61.57,628.55,50.72
Karnali_Center,29.267,82.183,2025033009,2025-03-30 09:00:00,2025,3,30,9,15.69,12.94,3.08,2.82,71.98,792.35,39.25
Karnali_Center,29.267,82.183,2025033010,2025-03-30 10:00:00,2025,3,30,10,17.33,12.71,3.84,3.45,72.04,904.83,30.1
Karnali_Center,29.267,82.183,2025033011,2025-03-30 11:00:00,2025,3,30,11,18.43,12.83,4.77,4.29,85.64,934.88,25.96
Karnali_Center,29.267,82.183,2025033012,2025-03-30 12:00:00,2025,3,30,12,18.77,13.25,5.55,5.05,86.85,894.97,29.06
Karnali_Center,29.267,82.183,2025033013,2025-03-30 13:00:00,2025,3,30,13,18.47,13.87,5.87,5.39,66.53,793.97,37.65
Karnali_Center,29.267,82.183,2025033014,2025-03-30 14:00:00,2025,3,30,14,17.58,14.84,5.63,5.23,66.67,593.35,48.87
Karnali_Center,29.267,82.183,2025033015,2025-03-30 15:00:00,2025,3,30,15,16.16,16.3,4.96,4.66,70.89,375.58,61.24
Karnali_Center,29.267,82.183,2025033016,2025-03-30 16:00:00,2025,3,30,16,14.12,18.52,3.84,3.71,72.25,198.52,74.09
Karnali_Center,29.267,82.183,2025033017,2025-03-30 17:00:00,2025,3,30,17,10.06,35.07,1.93,2.52,79.34,24.45,86.59
Karnali_Center,29.267,82.183,2025033018,2025-03-30 18:00:00,2025,3,30,18,9.13,34.17,1.23,1.53,83.06,0.0,90.0
Karnali_Center,29.267,82.183,2025033019,2025-03-30 19:00:00,2025,3,30,19,8.98,31.62,0.68,0.8,61.93,0.0,90.0
Karnali_Center,29.267,82.183,2025033020,2025-03-30 20:00:00,2025,3,30,20,7.64,35.54,1.19,1.34,71.83,0.0,90.0
Karnali_Center,29.267,82.183,2025033021,2025-03-30 21:00:00,2025,3,30,21,6.05,38.04,1.68,1.83,81.56,0.0,90.0
Karnali_Center,29.267,82.183,2025033022,2025-03-30 22:00:00,2025,3,30,22,5.02,39.4,1.92,2.04,70.88,0.0,90.0
Karnali_Center,29.267,82.183,2025033023,2025-03-30 23:00:00,2025,3,30,23,4.11,40.99,2.09,2.19,65.22,0.0,90.0
Karnali_Center,29.267,82.183,2025033100,2025-03-31 00:00:00,2025,3,31,0,3.28,42.08,2.25,2.35,27.55,0.0,90.0
Karnali_Center,29.267,82.183,2025033101,2025-03-31 01:00:00,2025,3,31,1,2.59,42.44,2.37,2.43,31.71,0.0,90.0
Karnali_Center,29.267,82.183,2025033102,2025-03-31 02:00:00,2025,3,31,2,2.2,41.52,2.42,2.44,9.58,0.0,90.0
Karnali_Center,29.267,82.183,2025033103,2025-03-31 03:00:00,2025,3,31,3,2.01,40.11,2.42,2.43,30.3,0.0,90.0
Karnali_Center,29.267,82.183,2025033104,2025-03-31 04:00:00,2025,3,31,4,1.83,38.98,2.41,2.45,25.42,0.0,90.0
Karnali_Center,29.267,82.183,2025033105,2025-03-31 05:00:00,2025,3,31,5,1.82,39.19,2.4,2.46,20.75,23.02,87.75
Karnali_Center,29.267,82.183,2025033106,2025-03-31 06:00:00,2025,3,31,6,5.64,39.33,2.21,2.28,10.3,237.18,75.84
Karnali_Center,29.267,82.183,2025033107,2025-03-31 07:00:00,2025,3,31,7,10.42,20.37,0.97,0.59,12.15,489.88,62.93
Karnali_Center,29.267,82.183,2025033108,2025-03-31 08:00:00,2025,3,31,8,13.84,14.29,1.95,1.85,9.03,727.95,50.43
Karnali_Center,29.267,82.183,2025033109,2025-03-31 09:00:00,2025,3,31,9,15.51,13.42,3.07,2.75,12.25,894.72,38.93
Karnali_Center,29.267,82.183,2025033110,2025-03-31 10:00:00,2025,3,31,10,16.72,13.34,4.08,3.58,19.75,994.6,29.73
Karnali_Center,29.267,82.183,2025033111,2025-03-31 11:00:00,2025,3,31,11,17.45,13.54,4.98,4.42,41.83,1039.7,25.57
Karnali_Center,29.267,82.183,2025033112,2025-03-31 12:00:00,2025,3,31,12,17.66,14.03,5.69,5.13,47.64,984.22,28.75
Karnali_Center,29.267,82.183,2025033113,2025-03-31 13:00:00,2025,3,31,13,17.3,14.81,6.0,5.47,48.62,880.97,37.42
Karnali_Center,29.267,82.183,2025033114,2025-03-31 14:00:00,2025,3,31,14,16.47,15.73,5.78,5.33,48.92,712.4,48.7
Karnali_Center,29.267,82.183,2025033115,2025-03-31 15:00:00,2025,3,31,15,15.13,16.93,5.05,4.7,40.95,486.8,61.1
Karnali_Center,29.267,82.183,2025033116,2025-03-31 16:00:00,2025,3,31,16,13.24,18.69,3.9,3.72,30.08,254.23,73.96
Karnali_Center,29.267,82.183,2025033117,2025-03-31 17:00:00,2025,3,31,17,9.29,34.94,2.06,2.71,31.79,37.38,86.5
Karnali_Center,29.267,82.183,2025033118,2025-03-31 18:00:00,2025,3,31,18,7.91,33.09,1.54,1.9,25.8,0.0,90.0
Karnali_Center,29.267,82.183,2025033119,2025-03-31 19:00:00,2025,3,31,19,7.81,30.28,1.04,1.29,18.56,0.0,90.0
Karnali_Center,29.267,82.183,2025033120,2025-03-31 20:00:00,2025,3,31,20,7.24,30.01,0.87,1.03,22.34,0.0,90.0
Karnali_Center,29.267,82.183,2025033121,2025-03-31 21:00:00,2025,3,31,21,5.8,33.76,1.2,1.31,22.76,0.0,90.0
Karnali_Center,29.267,82.183,2025033122,2025-03-31 22:00:00,2025,3,31,22,4.83,35.57,1.58,1.67,24.18,0.0,90.0
Karnali_Center,29.267,82.183,2025033123,2025-03-31 23:00:00,2025,3,31,23,3.74,38.38,1.87,1.97,19.95,0.0,90.0
Karnali_Center,29.267,82.183,2025040100,2025-04-01 00:00:00,2025,4,1,0,2.77,40.77,2.11,2.2,3.61,0.0,90.0
Karnali_Center,29.267,82.183,2025040101,2025-04-01 01:00:00,2025,4,1,1,1.89,42.72,2.3,2.38,13.86,0.0,90.0
Karnali_Center,29.267,82.183,2025040102,2025-04-01 02:00:00,2025,4,1,2,1.03,44.54,2.47,2.54,2.37,0.0,90.0
Karnali_Center,29.267,82.183,2025040103,2025-04-01 03:00:00,2025,4,1,3,0.23,45.88,2.63,2.66,32.83,0.0,90.0
Karnali_Center,29.267,82.183,2025040104,2025-04-01 04:00:00,2025,4,1,4,-0.45,46.67,2.74,2.77,29.79,0.0,90.0
Karnali_Center,29.267,82.183,2025040105,2025-04-01 05:00:00,2025,4,1,5,-0.63,47.4,2.78,2.85,5.81,27.5,87.6
Karnali_Center,29.267,82.183,2025040106,2025-04-01 06:00:00,2025,4,1,6,4.06,37.78,2.93,2.71,2.39,253.75,75.59
Karnali_Center,29.267,82.183,2025040107,2025-04-01 07:00:00,2025,4,1,7,8.92,21.79,2.25,1.81,10.75,502.35,62.67
Karnali_Center,29.267,82.183,2025040108,2025-04-01 08:00:00,2025,4,1,8,12.5,15.66,0.33,0.36,9.89,735.72,50.15
Karnali_Center,29.267,82.183,2025040109,2025-04-01 09:00:00,2025,4,1,9,14.76,13.38,2.49,2.15,16.98,892.55,38.61
Karnali_Center,29.267,82.183,2025040110,2025-04-01 10:00:00,2025,4,1,10,16.18,12.78,3.81,3.25,25.36,966.72,29.36
Karnali_Center,29.267,82.183,2025040111,2025-04-01 11:00:00,2025,4,1,11,17.0,12.84,4.71,4.06,32.5,1047.4,25.19
Karnali_Center,29.267,82.183,2025040112,2025-04-01 12:00:00,2025,4,1,12,17.28,13.43,5.3,4.66,43.64,842.0,28.44
Karnali_Center,29.267,82.183,2025040113,2025-04-01 13:00:00,2025,4,1,13,16.98,14.45,5.52,4.9,51.31,851.6,37.2
Karnali_Center,29.267,82.183,2025040114,2025-04-01 14:00:00,2025,4,1,14,16.16,15.85,5.2,4.65,0.76,630.28,48.53
Karnali_Center,29.267,82.183,2025040115,2025-04-01 15:00:00,2025,4,1,15,14.89,17.6,4.5,4.03,1.28,418.2,60.96
Karnali_Center,29.267,82.183,2025040116,2025-04-01 16:00:00,2025,4,1,16,13.04,20.16,3.53,3.26,1.24,240.93,73.84
Karnali_Center,29.267,82.183,2025040117,2025-04-01 17:00:00,2025,4,1,17,9.3,35.79,1.83,2.3,1.31,35.0,86.41
Karnali_Center,29.267,82.183,2025040118,2025-04-01 18:00:00,2025,4,1,18,8.05,33.62,1.08,1.31,1.71,0.0,90.0
Karnali_Center,29.267,82.183,2025040119,2025-04-01 19:00:00,2025,4,1,19,7.85,31.16,0.06,0.08,22.46,0.0,90.0
Karnali_Center,29.267,82.183,2025040120,2025-04-01 20:00:00,2025,4,1,20,6.26,34.64,1.12,1.26,24.72,0.0,90.0
Karnali_Center,29.267,82.183,2025040121,2025-04-01 21:00:00,2025,4,1,21,5.07,38.15,1.69,1.82,24.14,0.0,90.0
Karnali_Center,29.267,82.183,2025040122,2025-04-01 22:00:00,2025,4,1,22,4.08,40.31,1.97,2.09,14.31,0.0,90.0
Karnali_Center,29.267,82.183,2025040123,2025-04-01 23:00:00,2025,4,1,23,3.25,41.67,2.14,2.24,16.18,0.0,90.0
Karnali_Center,29.267,82.183,2025040200,2025-04-02 00:00:00,2025,4,2,0,2.57,42.3,2.24,2.34,35.53,0.0,90.0
Karnali_Center,29.267,82.183,2025040201,2025-04-02 01:00:00,2025,4,2,1,1.91,42.84,2.34,2.44,52.07,0.0,90.0
Karnali_Center,29.267,82.183,2025040202,2025-04-02 02:00:00,2025,4,2,2,1.22,43.44,2.46,2.53,75.69,0.0,90.0
Karnali_Center,29.267,82.183,2025040203,2025-04-02 03:00:00,2025,4,2,3,0.51,43.91,2.59,2.66,92.42,0.0,90.0
Karnali_Center,29.267,82.183,2025040204,2025-04-02 04:00:00,2025,4,2,4,-0.08,43.6,2.68,2.72,93.03,0.0,90.0
Karnali_Center,29.267,82.183,2025040205,2025-04-02 05:00:00,2025,4,2,5,-0.13,43.61,2.68,2.75,70.98,21.48,87.45
Karnali_Center,29.267,82.183,2025040206,2025-04-02 06:00:00,2025,4,2,6,4.41,37.31,2.59,2.44,47.83,231.12,75.34
Karnali_Center,29.267,82.183,2025040207,2025-04-02 07:00:00,2025,4,2,7,9.51,18.91,1.83,1.76,33.26,439.08,62.41
Karnali_Center,29.267,82.183,2025040208,2025-04-02 08:00:00,2025,4,2,8,12.83,14.16,1.96,2.02,11.86,733.25,49.87
Karnali_Center,29.267,82.183,2025040209,2025-04-02 09:00:00,2025,4,2,9,15.0,12.71,3.16,2.87,17.46,879.7,38.29
Karnali_Center,29.267,82.183,2025040210,2025-04-02 10:00:00,2025,4,2,10,16.42,12.54,4.13,3.63,32.58,877.5,29.0
Karnali_Center,29.267,82.183,2025040211,2025-04-02 11:00:00,2025,4,2,11,17.27,12.76,4.78,4.18,48.32,889.88,24.81
Karnali_Center,29.267,82.183,2025040212,2025-04-02 12:00:00,2025,4,2,12,17.56,13.21,5.13,4.52,61.97,866.95,28.13
Karnali_Center,29.267,82.183,2025040213,2025-04-02 13:00:00,2025,4,2,13,17.36,13.78,5.2,4.6,3.13,754.2,36.98
Karnali_Center,29.267,82.183,2025040214,2025-04-02 14:00:00,2025,4,2,14,16.56,14.73,4.99,4.44,6.73,579.4,48.37
Karnali_Center,29.267,82.183,2025040215,2025-04-02 15:00:00,2025,4,2,15,15.21,16.26,4.41,3.97,6.64,386.98,60.82
Karnali_Center,29.267,82.183,2025040216,2025-04-02 16:00:00,2025,4,2,16,13.31,18.47,3.61,3.35,5.53,235.8,73.71
Karnali_Center,29.267,82.183,2025040217,2025-04-02 17:00:00,2025,4,2,17,9.43,34.76,1.91,2.44,3.51,34.88,86.32
Karnali_Center,29.267,82.183,2025040218,2025-04-02 18:00:00,2025,4,2,18,7.92,33.13,1.32,1.63,3.87,0.0,90.0
Karnali_Center,29.267,82.183,2025040219,2025-04-02 19:00:00,2025,4,2,19,7.88,29.66,0.55,0.7,2.92,0.0,90.0
Karnali_Center,29.267,82.183,2025040220,2025-04-02 20:00:00,2025,4,2,20,6.73,31.87,0.77,0.83,31.74,0.0,90.0
Karnali_Center,29.267,82.183,2025040221,2025-04-02 21:00:00,2025,4,2,21,5.11,36.05,1.62,1.75,4.54,0.0,90.0
Karnali_Center,29.267,82.183,2025040222,2025-04-02 22:00:00,2025,4,2,22,3.86,39.05,2.04,2.15,5.91,0.0,90.0
Karnali_Center,29.267,82.183,2025040223,2025-04-02 23:00:00,2025,4,2,23,2.78,41.35,2.31,2.39,5.25,0.0,90.0
Karnali_Center,29.267,82.183,2025040300,2025-04-03 00:00:00,2025,4,3,0,1.91,42.65,2.47,2.52,20.07,0.0,90.0
